Idx,Sensor_008,Sensor_035,Sensor_038,Sensor_048,Sensor_050
202066,14,5,6,7,8
202066,10,4,4,4,7
202066,9,5,4,3,6
202066,12,4,4,5,8
202066,13,4,5,5,9
202066,16,5,7,7,13
202066,19,7,8,7,15
202066,25,10,10,10,15
202066,21,8,8,9,15
202066,18,7,7,8,14
202067,19,10,13,11,14
202067,20,15,13,16,15
202067,18,9,12,14,18
202067,13,10,12,7,7
202067,14,11,7,7,6
202067,10,12,8,4,4
202067,9,11,4,5,5
202067,11,8,6,6,10
202067,10,8,9,5,9
202067,8,7,8,6,6
202067,8,6,5,4,5
202067,8,5,6,3,4
202067,8,5,7,6,9
202067,10,6,7,6,11
202067,13,7,8,9,13
202067,10,5,5,4,6
202067,9,4,3,2,5
202067,9,5,4,3,5
202067,13,7,7,5,8
202067,16,9,8,7,9
202067,44.65127292,11,12,5,7
202067,14,10,10,5,4
202067,15,12,10,7,7
202067,13,10,9,6,4
202068,9,8,6,2,1
202068,7,7,6,1,1
202068,7,5,5,1,1
202068,7,7,3,2,1
202068,6,9,3,2,1
202068,6,6,3,1,1
202068,13,10,7,5,3
202068,28,15,19,13,9
202068,36,21,24,13,10
202068,38,23,24,15,7
202068,29,22,20,7,7
202068,24,18,15,7,7
202068,16,14,15,6,9
202068,14,13,13,5,12
202068,15,12,12,8,7
202068,15,9,11,6,12
202068,15,9,15,8,16
202068,24,12,20,7,24
202068,21,14,19,8,18
202068,16,11,16,6,15
202068,16,13,15,6,17
202068,15,12,16,7,13
202068,15,13,17,6,9
202068,14,11,12,5,6
202069,11,8,6,5,1
202069,9,8,6,3,1
202069,8,5,6,4,4
202069,8,5,5,3,6
202069,8,6,6,3,6
202069,8,6,9,5,4
202069,16,10,12,14,12
202069,30,19,23,16,17
202069,42,26,42,17,10
202069,42,25,27,14,11
202069,30,23,25,9,8
202069,26,26,18,12,12
202069,30,20,15,13,19
202069,23,21,12,21,15
202069,17,16,17,11,24
202069,19,8,13,12,20
202069,16,9,11,10,10
202069,24,13,15,7,10
202069,20,11,15,9,13
202069,18,16,19,5,8
202069,18,13,17,6,8
202069,21,13,20,7,9
202069,19,14,18,7,8
202069,17,12,16,6,9
2020610,14,9,11,5,5
2020610,11,10,7,3,3
2020610,11,8,7,5,1
2020610,9,6,6,5,3
2020610,9,8,8,6,1
2020610,9,9,6,4,3
2020610,12,10,14,6,14
2020610,27,17,30,12,28
2020610,45,30,33,15,15
2020610,44,29,25,16,12
2020610,28,23,30,15,14
2020610,26,25,22,23,14
2020610,30,22,23,31,22
2020610,29,21,21,23,21
2020610,24,13,15,16,25
2020610,22,8,10,14,20
2020610,17,6,14,9,16
2020610,19,8,13,9,17
2020610,19,10,14,15,28
2020610,23,8,15,16,40
2020610,27,10,16,18,33
2020610,30,11,16,18,27
2020610,33,14,15,17,32
2020610,34,17,16,17,24
2020611,28,17,18,27,21
2020611,26,15,17,15,15
2020611,21,14,11,15,15
2020611,15,13,17,11,10
2020611,13,8,12,9,7
2020611,11,11,7,8,6
2020611,17,11,11,15,15
2020611,34,26,22,28,29
2020611,53,33,34,34,41
2020611,41,19,18,26,39
2020611,33,13,19,19,29
2020611,34,16,15,16,27
2020611,27,10,11,16,27
2020611,30,12,10,16,23
2020611,24,9,13,14,23
2020611,26,7,9,11,17
2020611,28,9,13,13,20
2020611,26,9,12,11,22
2020611,21,6,8,10,18
2020611,21,6,8,10,16
2020611,18,7,7,10,13
2020611,20,9,11,11,13
2020611,16,7,7,9,13
2020611,12,6,6,5,5
2020612,10,5,6,6,5
2020612,10,5,7,4,4
2020612,9,5,2,3,2
2020612,7,4,2,2,3
2020612,8,4,3,3,4
2020612,7,5,3,3,3
2020612,15,8,8,10,10
2020612,33,16,14,21,22
2020612,35,18,19,25,21
2020612,36,23,15,22,22
2020612,28,13,15,18,20
2020612,23,14,9,13,16
2020612,24,9,9,14,17
2020612,24,7,9,14,15
2020612,44.65127292,7,9,12,15
2020612,22,9,9,13,13
2020612,20,7,8,9,14
2020612,17,6,7,9,13
2020612,17,6,7,10,14
2020612,18,5,7,9,14
2020612,44.65127292,6,10,11,19
2020612,25,15,16,13,23
2020612,20,11,12,11,16
2020612,15,14,18,17,19
2020613,17,15,18,18,16
2020613,13,12,11,14,12
2020613,10,9,10,11,9
2020613,10,9,8,8,7
2020613,9,9,9,8,5
2020613,10,8,9,8,5
2020613,10,8,7,8,7
2020613,14,13,9,10,11
2020613,17,17,12,11,13
2020613,20,18,10,12,12
2020613,17,8,9,8,13
2020613,16,7,8,7,14
2020613,15,7,9,7,16
2020613,13,6,10,7,13
2020613,12,8,8,9,11
2020613,12,6,6,6,6
2020613,11,6,6,5,8
2020613,11,6,7,6,8
2020613,16,6,8,6,12
2020613,21,7,11,10,18
2020613,25,7,11,14,22
2020613,26,10,15,15,20
2020613,24,13,12,14,18
2020613,24,11,14,13,19
2020614,23,17,17,16,20
2020614,27,16,16,18,22
2020614,23,11,16,18,21
2020614,18,13,14,17,21
2020614,26,19,19,25,8
2020614,20,21,16,7,8
2020614,12,26,16,5,11
2020614,13,30,20,9,25
2020614,11,27,16,10,16
2020614,10,17,10,8,6
2020614,12,12,10,9,8
2020614,11,8,10,9,11
2020614,11,5,5,6,13
2020614,13,5,7,5,12
2020614,12,5,7,5,12
2020614,10,4,5,3,6
2020614,9,4,4,3,6
2020614,10,5,5,4,7
2020614,12,5,7,5,13
2020614,17,5,12,8,20
2020614,22,8,16,9,21
2020614,24,9,16,17,19
2020614,24,14,16,15,21
2020614,25,14,13,21,17
2020615,23,13,11,18,11
2020615,17,10,10,12,7
2020615,12,8,7,5,5
2020615,11,11,7,4,4
2020615,20,8,8,6,6
2020615,19,8,9,16,10
2020615,26,15,13,18,11
2020615,40,26,38,42,41
2020615,50,34,53,37,48
2020615,37,33,33,28,43
2020615,33,26,34,36,30
2020615,28,40.82695637,12,19,20
2020615,26,9,8,12,17
2020615,25,9,8,14,11
2020615,18,9,11,12,16
2020615,16,8,11,11,13
2020615,18,8,10,11,13
2020615,19,8,10,12,19
2020615,21,7,12,14,26
2020615,25,11,14,14,22
2020615,26,10,14,16,27
2020615,30,13,15,19,29
2020615,25,16,13,13,18
2020615,18,17,13,11,14
2020616,16,14,9,9,8
2020616,13,12,6,7,8
2020616,13,9,7,7,4
2020616,15,8,6,10,4
2020616,13,7,6,7,5
2020616,12,7,4,7,7
2020616,14,10,9,12,17
2020616,23,16,17,21,30
2020616,32,24,31,28,16
2020616,39,22,25,29,33
2020616,31,17,17,15,25
2020616,26,40.82695637,16,14,21
2020616,25,10,14,16,23
2020616,24,9,12,10,21
2020616,26,9,13,12,18
2020616,20,11,11,13,17
2020616,20,7,11,12,15
2020616,23,10,12,12,20
2020616,19,13,15,13,17
2020616,25,10,12,14,18
2020616,25,9,14,18,19
2020616,25,15,16,17,19
2020616,24,17,15,16,17
2020616,21,12,10,11,14
2020617,17,10,8,9,12
2020617,17,12,7,7,8
2020617,14,9,6,8,7
2020617,13,8,7,9,11
2020617,11,6,5,9,4
2020617,11,7,9,7,6
2020617,21,10,14,17,8
2020617,42,27,27,19,16
2020617,48,34,28,15,16
2020617,42,31,29,13,11
2020617,30,18,18,12,9
2020617,27,16,22,17,17
2020617,25,17,23,20,27
2020617,23,14,19,17,13
2020617,19,8,13,14,18
2020617,18,8,9,12,14
2020617,17,7,11,13,14
2020617,20,7,10,12,18
2020617,22,7,12,13,21
2020617,26,7,15,16,24
2020617,44.65127292,7,15,17,27
2020617,29,11,20,18,27
2020617,25,21,25,18,24
2020617,21,17,21,8,11
2020618,20,13,12,9,7
2020618,15,12,16,7,6
2020618,12,12,10,9,4
2020618,11,12,8,5,5
2020618,9,11,6,5,3
2020618,9,11,8,4,3
2020618,16,14,15,8,10
2020618,26,25,36,14,22
2020618,45,31,40,17,18
2020618,40,37,26,16,16
2020618,34,29,27,14,9
2020618,28,27,20,14,16
2020618,25,20,18,27,24
2020618,29,19,21,21,20
2020618,26,10,11,17,18
2020618,22,9,12,12,22
2020618,19,7,12,11,18
2020618,21,7,9,14,17
2020618,27,7,11,14,21
2020618,30,8,17,21,27
2020618,32,10,22,19,28
2020618,38,20,29,27,33
2020618,35,30,31,23,35
2020618,39,37,39,20,27
2020619,23,25,23,11,11
2020619,16,15,10,7,5
2020619,11,10,7,5,3
2020619,9,10,7,5,3
2020619,9,11,7,4,3
2020619,8,11,9,4,7
2020619,16,14,15,9,13
2020619,34,24,28,17,23
2020619,51,37,25,26,23
2020619,39,31,23,25,19
2020619,30,27,24,22,16
2020619,35,29,24,23,19
2020619,32,26,27,30,24
2020619,35,16,19,21,28
2020619,28,13,16,19,30
2020619,24,8,13,16,27
2020619,23,7,10,12,24
2020619,25,7,12,13,21
2020619,24,8,17,13,25
2020619,26,9,15,20,20
2020619,28,12,15,28,32
2020619,34,14,20,29,33
2020619,30,14,18,22,21
2020619,31,14,16,17,29
2020620,38,18,27,30,26
2020620,50,27,22,28,31
2020620,61,22,29,51,33
2020620,42,18,21,29,30
2020620,41,15,34,34,37
2020620,47,31,37,34,35
2020620,40,35,37,27,25
2020620,41,34,47,20,28
2020620,31,35,28,18,21
2020620,26,33,27,15,13
2020620,27,26,20,15,10
2020620,31,23,18,22,18
2020620,26,22,24,20,20
2020620,18,8,13,9,27
2020620,16,9,10,11,18
2020620,12,6,6,6,10
2020620,12,5,4,6,8
2020620,14,5,6,6,13
2020620,21,6,6,6,14
2020620,26,8,12,11,20
2020620,29,8,16,15,27
2020620,25,13,24,23,32
2020620,33,16,19,20,28
2020620,34,17,16,18,39
2020621,50,30,38,40,44
2020621,67,34,38,42,59
2020621,62,40,50,42,48
2020621,64,37,30,26,17
2020621,42,30,36,23,11
2020621,36,32,34,16,12
2020621,29,36,33,16,12
2020621,35,34,25,15,11
2020621,33,29,20,12,11
2020621,17,29,23,10,8
2020621,15,19,17,10,10
2020621,15,11,12,14,12
2020621,14,10,13,10,11
2020621,18,10,11,10,11
2020621,15,8,8,7,10
2020621,11,6,5,5,9
2020621,11,5,6,3,10
2020621,11,5,7,3,12
2020621,14,6,9,6,15
2020621,19,9,12,8,15
2020621,27,13,20,11,26
2020621,21,18,28,10,25
2020621,24,20,23,13,16
2020621,23,21,27,13,14
2020622,19,12,14,8,8
2020622,10,7,6,2,2
2020622,8,6,5,1,1
2020622,6,6,3,2,1
2020622,6,7,4,1,1
2020622,5,7,5,2,1
2020622,11,10,9,5,6
2020622,23,17,15,11,15
2020622,41,28,58,12,14
2020622,39,29,31,10,11
2020622,34,28,28,11,9
2020622,37,30,39,11,6
2020622,31,22,34,9,7
2020622,30,23,19,11,8
2020622,22,20,19,15,15
2020622,18,14,24,15,10
2020622,20,14,35,14,17
2020622,25,13,28,13,12
2020622,21,18,27,22,23
2020622,25,23,26,17,16
2020622,44.65127292,22,29,17,38
2020622,92,71,74,24,44
2020622,134,101,142,47,56
2020622,166,106,156,83,56
2020623,72,53,35,31,23
2020623,27,14,8,7,5
2020623,14,11,6,4,3
2020623,12,12,9,4,3
2020623,11,11,6,4,5
2020623,11,10,6,6,6
2020623,28,16,13,13,14
2020623,55,37,39,32,23
2020623,70,49,41,35,24
2020623,58,44,34,32,20
2020623,39,35,25,26,17
2020623,36,32,38,29,20
2020623,30,26,27,21,16
2020623,25,23,20,18,17
2020623,27,24,24,22,16
2020623,22,22,23,20,22
2020623,24,14,21,18,32
2020623,29,14,17,15,22
2020623,22,24,16,15,24
2020623,29,22,29,25,20
2020623,49,20,29,31,49
2020623,46,39,39,45,65
2020623,94,84,99,83,88
2020623,71,51,39,37,18
2020624,32,18,15,10,10
2020624,21,13,9,8,7
2020624,19,13,11,9,8
2020624,13,12,8,8,7
2020624,11,14,10,7,10
2020624,14,28,10,9,8
2020624,31,20,21,13,14
2020624,51,40,45,34,33
2020624,67,57,64,44,52
2020624,72,72,69,48,59
2020624,58,45,34,40,26
2020624,51,32,31,45,36
2020624,49,36,41,40,44
2020624,72,52,50,38,37
2020624,46,37,29,34,18
2020624,43,25,20,12,10
2020624,36,19,20,9,7
2020624,34,19,26,9,8
2020624,32,22,34,9,8
2020624,35,23,28,10,9
2020624,51,28,30,12,12
2020624,68,38,53,22,25
2020624,43,31,35,22,21
2020624,39,28,21,20,15
2020625,40,28,19,18,11
2020625,42,30,24,17,13
2020625,26,23,13,12,8
2020625,17,12,12,6,4
2020625,18,12,7,6,5
2020625,17,13,8,8,5
2020625,21,15,14,13,11
2020625,39,28,29,19,26
2020625,57,37,41,25,23
2020625,54,31,30,17,13
2020625,40,31,26,18,14
2020625,40,35,31,24,20
2020625,33,23,35,31,28
2020625,36,16,26,23,29
2020625,29,14,24,22,19
2020625,25,11,14,22,15
2020625,25,12,15,19,18
2020625,35,12,18,22,31
2020625,32,13,17,27,38
2020625,40,13,17,18,41
2020625,42,11,19,18,37
2020625,44,16,22,23,47
2020625,40,23,27,28,50
2020625,45,28,40,24,31
2020626,22,14,11,10,6
2020626,17,15,10,8,5
2020626,12,12,11,5,4
2020626,14,15,10,8,5
2020626,14,15,9,9,9
2020626,16,30,14,13,13
2020626,28,20,16,15,20
2020626,49,34,30,27,30
2020626,65,50,40,35,28
2020626,61,52,40,37,28
2020626,58,47,48,44,38
2020626,52,34,36,38,46
2020626,36,14,21,20,28
2020626,37,12,19,19,26
2020626,40,9,18,23,33
2020626,27,8,12,15,22
2020626,23,8,11,12,21
2020626,26,10,12,12,20
2020626,28,8,12,13,28
2020626,29,11,13,17,27
2020626,31,11,16,16,24
2020626,29,11,15,15,24
2020626,37,13,14,16,33
2020626,37,15,17,20,36
2020627,32,14,18,17,24
2020627,28,13,13,16,23
2020627,25,10,10,13,16
2020627,19,9,7,10,15
2020627,14,8,10,11,7
2020627,16,16,8,7,8
2020627,25,15,20,21,23
2020627,32,27,18,20,23
2020627,29,29,19,16,14
2020627,22,27,15,14,8
2020627,19,16,12,12,12
2020627,22,14,14,13,21
2020627,19,12,16,14,19
2020627,17,7,8,9,20
2020627,14,8,8,7,15
2020627,11,6,6,6,9
2020627,10,7,6,5,7
2020627,12,5,6,5,8
2020627,15,5,8,8,13
2020627,19,8,11,10,21
2020627,44.65127292,12,14,13,24
2020627,32,18,22,14,28
2020627,25,25,21,16,23
2020627,21,19,17,15,29
2020628,38,15,18,16,22
2020628,32,16,16,18,12
2020628,33,20,18,13,13
2020628,20,12,11,10,6
2020628,12,10,9,7,6
2020628,9,10,9,5,9
2020628,9,17,10,7,8
2020628,11,15,10,7,9
2020628,10,12,9,5,6
2020628,10,10,8,6,4
2020628,11,9,8,5,6
2020628,11,8,8,7,7
2020628,12,8,9,10,10
2020628,12,7,7,8,11
2020628,16,5,7,6,8
2020628,10,6,5,5,6
2020628,9,6,6,5,8
2020628,10,4,6,5,6
2020628,16,5,9,7,10
2020628,21,7,9,8,14
2020628,26,8,17,13,23
2020628,33,12,25,25,38
2020628,45,28,34,26,43
2020628,47,27,36,28,42
2020629,33,25,47,17,36
2020629,22,33,33,15,19
2020629,17,17,25,11,12
2020629,19,11,13,12,15
2020629,21,10,17,10,7
2020629,19,13,9,4,6
2020629,22,17,19,9,14
2020629,35,32,42,21,31
2020629,43,38,49,20,18
2020629,47,43,44,20,14
2020629,41,40,38,21,11
2020629,37,35,28,20,13
2020629,34,24,28,27,31
2020629,32,19,26,22,36
2020629,34,11,39.74384143,23,29
2020629,30,11,17,21,28
2020629,29,12,29,16,27
2020629,29,10,17,19,20
2020629,37,14,34,19,32
2020629,42,14,20,20,29
2020629,35,12,22,30,37
2020629,41,19,31,36,49
2020629,59,32,26,29,51
2020629,46,27,27,29,45
2020630,51,32,40,34,36
2020630,23,19,13,10,9
2020630,15,12,7,6,4
2020630,10,9,6,5,3
2020630,10,10,7,5,4
2020630,10,10,7,6,4
2020630,21,13,12,12,8
2020630,39,28,31,20,25
2020630,54,37,46,25,32
2020630,49,38,46,19,21
2020630,38,33,34,17,18
2020630,41,36,25,17,11
2020630,40,39,34,24,13
2020630,30,25,31,33,22
2020630,31,17,19,25,31
2020630,35,13,15,18,25
2020630,36,13,18,18,31
2020630,41,13,14,19,33
2020630,42,11,20,22,39.03736825
2020630,49,16,23,20,43
2020630,49,14,21,24,50
2020630,48,17,20,22,39
2020630,42,15,15,18,29
2020630,37,19,27,24,39
202071,44,19,24,24,21
202071,28,28,22,20,18
202071,27,26,15,18,16
202071,30,10,11,16,20
202071,18,9,6,7,10
202071,12,15,5,7,9
202071,35,24,13,21,21
202071,51,24,27,33,59
202071,48,26,38,33,53
202071,61,41,43,39,47
202071,44,20,25,26,40
202071,39,20,18,24,35
202071,36,18,15,23,29
202071,32,12,14,21,22
202071,34,11,15,20,27
202071,28,12,14,20,25
202071,31,13,12,16,23
202071,34,12,21,15,34
202071,38,13,22,19,36
202071,41,13,20,35.6993103,37
202071,50,15,28,27,40
202071,37,15,25,25,39
202071,33,14,15,21,27
202071,31,18,16,18,24
202072,33,17,15,21,23
202072,24,19,14,17,14
202072,16,20,9,10,7
202072,12,11,6,8,6
202072,12,11,5,7,6
202072,16,10,7,9,12
202072,44.65127292,16,21,22,30
202072,45,42,31,42,51
202072,55,47,32,30,41
202072,50,49,42,41,44
202072,38,19,14,20,34
202072,33,20,39.74384143,20,32
202072,34,11,14,19,27
202072,33,11,13,18,29
202072,31,9,13,20,25
202072,27,8,14,15,22
202072,28,9,12,17,21
202072,32,10,10,16,20
202072,31,9,11,17,27
202072,34,10,17,18,31
202072,44.65127292,20,21,20,29
202072,35,20,21,19,28
202072,30,18,13,13,18
202072,21,17,15,12,19
202073,19,15,14,13,18
202073,22,17,12,9,13
202073,14,12,7,6,16
202073,10,8,6,5,6
202073,8,10,4,2,2
202073,9,8,5,2,1
202073,12,10,7,3,4
202073,21,14,14,8,10
202073,29,18,21,10,9
202073,28,24,24,9,6
202073,26,23,20,9,6
202073,44.65127292,22,25,9,7
202073,44.65127292,17,20,11,11
202073,21,18,16,18,12
202073,24,13,16,14,24
202073,17,14,19,14,8
202073,15,15,12,10,18
202073,16,11,16,10,11
202073,19,11,13,10,21
202073,22,15,15,19,16
202073,29,11,21,16,33
202073,34,27,40,30,33
202073,24,31,26,13,17
202073,18,22,24,12,12
202074,20,15,12,8,8
202074,20,18,20,12,6
202074,12,11,14,13,5
202074,9,9,9,7,8
202074,9,8,5,4,9
202074,9,10,7,4,9
202074,11,10,10,7,11
202074,17,30,15,12,12
202074,20,37,19,10,10
202074,19,20,18,9,8
202074,16,24,9,7,6
202074,14,17,15,9,5
202074,13,14,17,8,7
202074,16,15,12,8,14
202074,13,10,10,9,12
202074,11,12,8,9,13
202074,11,7,7,8,10
202074,12,10,9,5,11
202074,12,16,10,9,8
202074,17,11,9,7,8
202074,32,27,14,15,10
202074,63,33,27,20,17
202074,64,42,35,24,26
202074,20,21,22,15,14
202075,20,16,16,11,9
202075,12,11,8,6,4
202075,10,12,6,3,3
202075,8,12,5,3,2
202075,7,11,5,3,2
202075,9,21,6,3,2
202075,8,21,8,4,4
202075,9,15,10,5,8
202075,9,11,9,5,7
202075,9,12,9,4,4
202075,10,13,11,6,5
202075,11,12,8,6,7
202075,11,13,9,7,6
202075,9,10,14,7,8
202075,13,11,8,11,11
202075,11,8,8,9,5
202075,9,6,5,6,8
202075,11,9,5,5,6
202075,16,8,11,8,17
202075,21,8,11,16,17
202075,26,13,24,20,14
202075,55,21,41,41,26
202075,104,52,48,37,33
202075,57,41,60,20,30
202076,44,32,33,25,18
202076,17,22,18,10,10
202076,9,10,11,3,2
202076,6,9,6,3,2
202076,9,9,5,3,2
202076,10,8,7,3,4
202076,30,14,13,13,18
202076,44,26,22,24,19
202076,42,32,27,19,13
202076,40,36,39.74384143,17,9
202076,35,40.82695637,37,19,12
202076,35,40.82695637,30,15,11
202076,32,30,28,13,11
202076,23,22,21,13,16
202076,19,14,14,17,18
202076,20,13,16,14,26
202076,14,18,22,15,22
202076,21,27,19,15,18
202076,26,26,21,26,25
202076,32,40.82695637,33,17,15
202076,35,24,39,13,19
202076,26,22,25,13,18
202076,24,19,24,10,12
202076,20,15,15,6,6
202077,17,12,8,4,3
202077,12,11,6,5,2
202077,11,11,7,4,1
202077,9,9,7,4,2
202077,9,10,6,4,2
202077,10,11,7,4,3
202077,15,13,16,6,12
202077,31,28,40,14,29
202077,44.65127292,47,58,22,27
202077,47,49,56,24,19
202077,42,51,54,24,14
202077,39,49,35,26,15
202077,31,37,39,23,20
202077,31,31,36,31,33
202077,33,26,26,33,43
202077,34,17,24,23,29
202077,28,11,19,22,30
202077,39,13,21,19,37
202077,42,18,21,23,41
202077,44,17,26,31,38
202077,44.65127292,16,21,29,38
202077,49,19,27,28,40
202077,54,23,26,28,49
202077,40,31,34,34,52
202078,59,24,38,45,53
202078,64,40,37,34,49
202078,64,55,51,37,32
202078,27,26,19,17,8
202078,12,18,9,7,9
202078,16,28,8,8,6
202078,31,27,22,20,18
202078,46,39,43,32,42
202078,63,52,53,44,48
202078,61,50,47,35,25
202078,47,40,42,23,21
202078,51,41,30,16,12
202078,62,48,30,25,13
202078,36,34,23,18,12
202078,34,32,23,30,18
202078,38,27,23,34,19
202078,30,23,15,25,9
202078,31,25,18,26,12
202078,26,19,16,30,10
202078,20,15,15,30,10
202078,26,15,15,25,8
202078,22,19,13,22,9
202078,19,21,14,16,19
202078,25,23,23,15,18
202079,18,17,18,8,13
202079,16,16,11,8,6
202079,14,13,9,8,6
202079,17,17,9,9,6
202079,11,17,8,9,9
202079,16,16,11,12,10
202079,30,18,14,13,11
202079,43,35,45,22,24
202079,47,48,57,26,26
202079,44,36,39,19,14
202079,33,36,32,14,12
202079,34,40,25,17,10
202079,30,28,26,28,18
202079,22,19,23,24,23
202079,25,11,18,25,14
202079,22,12,17,22,11
202079,22,16,16,21,7
202079,31,20,27,13,13
202079,31,26,33,15,20
202079,27,21,30,11,14
202079,22,16,17,11,8
202079,25,18,15,12,10
202079,23,20,17,11,11
202079,19,16,14,8,8
2020710,14,16,19,9,12
2020710,18,17,12,8,7
2020710,17,24,11,10,8
2020710,14,13,9,8,7
2020710,13,15,9,6,11
2020710,12,13,13,7,12
2020710,22,19,16,13,12
2020710,35,31,33,25,25
2020710,43,48,47,26,25
2020710,42,49,43,23,19
2020710,42,44,35,29,16
2020710,29,36,31,23,14
2020710,29,26,29,20,10
2020710,28,28,27,22,20
2020710,23,20,27,28,19
2020710,25,17,18,25,31
2020710,25,28,13,19,23
2020710,25,24,17,17,27
2020710,28,19,30,18,14
2020710,29,21,22,14,18
2020710,33,23,37,15,10
2020710,52,38,29,16,17
2020710,63,51,32,31,42
2020710,113,62,61,46,62
2020711,96,70,58,52,35
2020711,20,21,16,10,11
2020711,16,16,10,8,7
2020711,12,17,12,7,7
2020711,11,14,11,6,5
2020711,11,20,8,5,4
2020711,11,20,9,8,6
2020711,14,19,10,10,9
2020711,15,20,12,10,8
2020711,16,16,14,8,7
2020711,18,22,22,10,6
2020711,14,17,15,9,5
2020711,15,20,13,11,4
2020711,15,15,10,13,3
2020711,14,11,9,14,5
2020711,10,9,6,5,4
2020711,12,8,7,7,7
2020711,15,9,7,7,7
2020711,16,8,9,9,5
2020711,17,8,11,11,7
2020711,27,14,14,14,8
2020711,25,15,13,20,8
2020711,22,16,12,19,9
2020711,15,16,9,14,8
2020712,11,13,7,12,6
2020712,11,16,8,11,6
2020712,10,13,6,5,2
2020712,9,10,4,5,1
2020712,11,10,3,3,1
2020712,8,11,4,3,2
2020712,9,14,5,5,4
2020712,12,13,8,8,7
2020712,16,19,11,13,13
2020712,16,15,10,11,8
2020712,10,10,8,6,7
2020712,9,10,12,6,4
2020712,10,12,11,5,5
2020712,10,12,12,7,8
2020712,9,15,13,8,7
2020712,13,11,10,7,13
2020712,14,9,11,7,15
2020712,15,10,12,9,17
2020712,13,12,9,9,7
2020712,15,11,11,12,6
2020712,44.65127292,16,13,10,7
2020712,20,15,17,7,8
2020712,15,14,16,7,8
2020712,22,14,13,8,9
2020713,24,15,12,8,7
2020713,20,15,18,8,11
2020713,11,14,16,7,7
2020713,11,12,13,6,5
2020713,10,11,8,5,4
2020713,12,17,9,7,4
2020713,19,14,11,11,10
2020713,32,23,27,20,24
2020713,42,33,44,22,22
2020713,40,45,35,17,16
2020713,34,29,31,12,10
2020713,32,29,26,11,6
2020713,30,24,25,10,5
2020713,23,28,23,8,7
2020713,21,17,21,8,14
2020713,16,17,18,9,19
2020713,18,20,18,8,8
2020713,20,23,17,12,8
2020713,25,23,20,14,27
2020713,25,13,31,12,39
2020713,28,21,39,12,25
2020713,30,21,28,11,12
2020713,32,25,26,12,19
2020713,17,15,13,7,10
2020714,12,10,9,4,5
2020714,9,9,6,3,3
2020714,10,8,6,3,2
2020714,10,10,7,2,2
2020714,10,10,7,3,2
2020714,9,10,7,4,3
2020714,15,12,9,8,9
2020714,32,24,33,17,18
2020714,48,37,51,21,22
2020714,41,38,34,21,15
2020714,34,34,34,17,11
2020714,38,39,37,35.6993103,10
2020714,28,24,28,35.6993103,10
2020714,25,24,18,9,39.03736825
2020714,18,26,28,10,18
2020714,17,18,26,10,8
2020714,20,23,22,14,11
2020714,23,27,20,8,10
2020714,29,22,17,5,7
2020714,34,21,20,12,8
2020714,38,21,28,13,13
2020714,20,20,14,18,10
2020714,19,17,12,15,6
2020714,19,15,11,11,7
2020715,21,14,12,8,6
2020715,20,15,12,9,11
2020715,11,13,9,7,5
2020715,9,10,7,4,3
2020715,8,9,5,3,2
2020715,9,16,8,3,4
2020715,18,14,13,7,7
2020715,30,24,26,16,12
2020715,41,37,33,17,13
2020715,37,33,34,20,12
2020715,28,34,33,14,14
2020715,29,32,24,13,11
2020715,24,29,23,9,9
2020715,24,20,21,9,7
2020715,19,17,19,10,10
2020715,17,14,15,15,10
2020715,21,20,21,11,10
2020715,24,18,17,12,6
2020715,29,26,16,9,10
2020715,21,19,15,12,10
2020715,44,26,21,12,11
2020715,47,29,29,18,16
2020715,35,28,21,13,11
2020715,32,25,19,13,14
2020716,16,11,9,5,4
2020716,12,10,8,4,3
2020716,10,10,9,3,2
2020716,8,11,7,3,2
2020716,8,11,8,2,2
2020716,8,16,7,3,3
2020716,14,13,14,6,7
2020716,30,22,22,13,19
2020716,43,29,30,17,22
2020716,38,35,28,15,15
2020716,34,34,34,16,11
2020716,31,40,24,12,8
2020716,23,36,20,15,7
2020716,25,24,25,12,11
2020716,25,24,20,22,13
2020716,21,24,18,16,22
2020716,25,31,25,14,14
2020716,30,20,20,16,10
2020716,26,33,22,13,7
2020716,29,21,21,13,12
2020716,48,20,36,29,17
2020716,84,30,37,52,39
2020716,97,64,61,49,30
2020716,23,20,21,11,12
2020717,14,15,10,6,7
2020717,11,13,8,4,3
2020717,8,12,8,3,2
2020717,8,11,6,4,2
2020717,9,11,5,3,2
2020717,9,9,6,3,3
2020717,16,12,10,6,6
2020717,32,20,21,14,16
2020717,44,29,30,16,15
2020717,39,34,27,16,13
2020717,40,23,27,11,7
2020717,37,36,32,10,9
2020717,31,27,28,11,8
2020717,23,24,21,8,13
2020717,18,20,21,14,17
2020717,18,18,20,18,16
2020717,19,21,17,13,13
2020717,21,29,18,9,8
2020717,27,25,19,7,19
2020717,23,22,26,8,10
2020717,28,24,37,10,14
2020717,44.65127292,27,34,13,19
2020717,26,39,29,13,19
2020717,17,20,20,8,10
2020718,17,17,14,8,7
2020718,17,19,14,8,6
2020718,14,16,9,7,5
2020718,12,12,9,6,4
2020718,10,13,7,4,3
2020718,9,11,7,3,5
2020718,10,23,10,6,6
2020718,15,18,10,8,8
2020718,15,22,12,10,8
2020718,15,24,17,9,9
2020718,13,21,17,8,6
2020718,14,14,11,7,5
2020718,14,14,11,12,13
2020718,16,13,13,12,10
2020718,17,13,12,11,10
2020718,11,14,10,11,8
